0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
0	1.00000	9.00000	0.15000	0.00000	0.15000	
